payer_key,payer_name,organization_key,organization_name,year_month,encounter_count,total_claim_cost,total_payer_coverage,total_patient_responsibility,average_claim_cost,coverage_ratio
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2014-04,3,2036.34,1629.02,407.32,678.7800000000000000,0.79997446398931416168
357555573157303140,Blue Cross Blue Shield,93679773638781409,TUFTS MEDICAL CENTER,2014-04,1,85.55,59.88,25.67,85.5500000000000000,0.69994155464640561075
746113169580368645,Anthem,392549857133219292,CAPE COD HOSPITAL INC,2014-04,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2014-04,1,295.34,236.26,59.08,295.3400000000000000,0.79995936886300534977
1038854080955376456,Cigna Health,651473276246308486,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2014-04,1,919.90,0.00,919.90,919.9000000000000000,0E-20
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2014-04,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2014-05,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2014-05,3,5783.02,4626.40,1156.62,1927.6733333333333333,0.79999723327949756356
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-05,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2014-05,1,507.44,405.94,101.50,507.4400000000000000,0.79997635188396657733
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-05,1,1443.68,1154.94,288.74,1443.6800000000000000,0.79999722930289260778
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2014-06,1,2730.98,2184.78,546.20,2730.9800000000000000,0.79999853532431581337
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2014-06,1,919.90,0.00,919.90,919.9000000000000000,0E-20
645688281511686373,UnitedHealthcare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2014-06,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-06,1,1250.85,1000.68,250.17,1250.8500000000000000,0.80000000000000000000
211105773257762680,Aetna,744977654436978746,THE LOWELL GENERAL HOSPITAL,2014-07,1,92.93,0.00,92.93,92.9300000000000000,0E-20
38194544675647776,Medicaid,132019786462314408,DAVIS SQUARE FAMILY PRACTICE,2014-08,1,1177.97,1077.97,100.00,1177.9700000000000000,0.91510819460597468526
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-08,4,8414.90,5565.52,2849.38,2103.7250000000000000,0.66138872713876576073
645688281511686373,UnitedHealthcare,654094879719975440,BARRINGTON URGENT CARE PC,2014-08,1,1000.26,800.20,200.06,1000.2600000000000000,0.79999200207945934057
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2014-09,1,951.27,761.00,190.27,951.2700000000000000,0.79998318037991316871
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-09,1,1227.58,982.06,245.52,1227.5800000000000000,0.79999674155655843204
645688281511686373,UnitedHealthcare,407314214986713425,KINDRED  HOSPICE,2014-09,1,10491.13,8392.90,2098.23,10491.1300000000000000,0.79999961872553290256
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-09,1,1250.85,814.28,436.57,1250.8500000000000000,0.65098133269376823760
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2014-10,1,85.55,35.55,50.00,85.5500000000000000,0.41554646405610753945
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-10,1,7296.33,5837.06,1459.27,7296.3300000000000000,0.79999945177918213677
645688281511686373,UnitedHealthcare,332886644979055046,MILFORD REGIONAL MEDICAL CENTER,2014-10,1,92.93,74.34,18.59,92.9300000000000000,0.79995695684924136447
357555573157303140,Blue Cross Blue Shield,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2014-10,1,778.78,0.00,778.78,778.7800000000000000,0E-20
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2014-10,1,2319.26,1855.38,463.88,2319.2600000000000000,0.79998792718367065357
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2014-11,1,652.95,522.36,130.59,652.9500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-11,1,15801.58,12641.26,3160.32,15801.5800000000000000,0.79999974686075696228
38194544675647776,Medicaid,29818448345197287,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2014-12,1,704.20,604.20,100.00,704.2000000000000000,0.85799488781596137461
38194544675647776,Medicaid,969560228442772145,FAMILY PRACTICE GROUP PC,2014-12,1,914.78,814.78,100.00,914.7800000000000000,0.89068409890902730711
645688281511686373,UnitedHealthcare,472226794892644975,HAVERHILL FAMILY OFFICE LLC,2014-12,1,347.38,0.00,347.38,347.3800000000000000,0E-20
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-12,1,1692.64,1354.11,338.53,1692.6400000000000000,0.79999881841383873712
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-12,1,17561.40,17561.40,0.00,17561.4000000000000000,1.00000000000000000000
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2015-01,2,52429.06,41943.22,10485.84,26214.530000000000,0.79999946594503124794
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2015-01,2,4352.02,4188.95,163.07,2176.0100000000000000,0.96253004352002058814
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2015-01,1,15344.80,15344.80,0.00,15344.8000000000000000,1.00000000000000000000
952317639554652821,Medicare,102665420104747686,MASS GENERAL BRIGHAM URGENT CARE LLC,2015-01,1,1438.46,1150.76,287.70,1438.4600000000000000,0.79999443849672566495
746113169580368645,Anthem,846294596561620579,WESTFORD INTERNAL MEDICINE PC,2015-01,1,816.80,0.00,816.80,816.8000000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2015-02,1,2730.98,2730.98,0.00,2730.9800000000000000,1.00000000000000000000
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2015-02,1,5355.80,5355.80,0.00,5355.8000000000000000,1.00000000000000000000
38194544675647776,Medicaid,405686286755502306,BERKSHIRE MEDICAL CENTER INC,2015-02,1,92.93,42.93,50.00,92.9300000000000000,0.46196061551705584849
952317639554652821,Medicare,1004911430399121778,CLIFTON HOSPICE SERVICES  LLC,2015-02,1,11353.93,9083.14,2270.79,11353.9300000000000000,0.79999964769907864502
467436209270504951,Humana,202198446605600451,STANLEY STREET TREATMENT AND RESOURCES  INC,2015-03,1,778.78,0.00,778.78,778.7800000000000000,0E-20
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2015-03,1,19018.70,19018.70,0.00,19018.7000000000000000,1.00000000000000000000
467436209270504951,Humana,388004395279080639,URGENT HELP CHELMSFORD PC,2015-03,1,925.68,555.41,370.27,925.6800000000000000,0.60000216057384841414
952317639554652821,Medicare,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2015-03,1,211.38,169.10,42.28,211.3800000000000000,0.79998107673384426152
952317639554652821,Medicare,376833142676655002,HOLISTIC FAMILY PRACTICE  INC.,2015-03,1,799.06,639.25,159.81,799.0600000000000000,0.80000250294095562286
467436209270504951,Humana,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2015-03,1,652.95,0.00,652.95,652.9500000000000000,0E-20
38194544675647776,Medicaid,741150468608293787,CLASSIC HEALTHCARE MEDICAL GROUP LLC,2015-04,1,1186.78,1125.30,61.48,1186.7800000000000000,0.94819595881292236135
1038854080955376456,Cigna Health,924438841780828326,CENTER FOR DIGESTIVE WELLNESS PC,2015-04,1,272.80,0.00,272.80,272.8000000000000000,0E-20
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2015-04,1,1139.50,1139.50,0.00,1139.5000000000000000,1.00000000000000000000
952317639554652821,Medicare,814284400183858824,PRIMARY CARE NORTH PC,2015-04,1,778.78,436.62,342.16,778.7800000000000000,0.56064613883253293613
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2015-05,1,872.30,872.30,0.00,872.3000000000000000,1.00000000000000000000
467436209270504951,Humana,919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,2015-05,1,914.78,0.00,914.78,914.7800000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2015-05,2,6227.95,6227.95,0.00,3113.9750000000000000,1.00000000000000000000
211105773257762680,Aetna,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2015-05,1,516.95,0.00,516.95,516.9500000000000000,0E-20
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2015-06,1,783.90,0.00,783.90,783.9000000000000000,0E-20
645688281511686373,UnitedHealthcare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2015-06,1,142.58,142.58,0.00,142.5800000000000000,1.00000000000000000000
38194544675647776,Medicaid,587757060655614946,CLARITY HEALTH & WELLNESS LLC,2015-07,1,1182.12,1182.12,0.00,1182.1200000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2015-09,1,914.78,0.00,914.78,914.7800000000000000,0E-20
38194544675647776,Medicaid,544412707586716213,FAIRVIEW HOSPITAL,2015-09,1,1567.00,1467.00,100.00,1567.0000000000000000,0.93618379068283343969
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2015-09,1,10435.50,10435.50,0.00,10435.5000000000000000,1.00000000000000000000
952317639554652821,Medicare,658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,2015-09,1,1002.96,615.96,387.00,1002.9600000000000000,0.61414213926776740847
467436209270504951,Humana,654096641582644263,BL HEALTHCARE INC DELEWARE,2015-10,1,785.58,471.35,314.23,785.5800000000000000,0.60000254588966114209
746113169580368645,Anthem,109016295863276866,FAMILY SERVICE ASSOCIATION OF GREATER FALL RIVER INC,2015-10,1,272.80,0.00,272.80,272.8000000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2015-10,1,778.78,0.00,778.78,778.7800000000000000,0E-20
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2015-10,2,9572.30,7657.82,1914.48,4786.1500000000000000,0.79999791063798669076
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2015-11,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2015-11,1,732.65,732.65,0.00,732.6500000000000000,1.00000000000000000000
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2015-11,1,1001.28,901.28,100.00,1001.2800000000000000,0.90012783636944710770
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2015-11,1,985.50,788.40,197.10,985.5000000000000000,0.80000000000000000000
952317639554652821,Medicare,815218868737845247,Causeway OPC,2015-11,1,2011.56,1609.24,402.32,2011.5600000000000000,0.79999602298713436338
1038854080955376456,Cigna Health,814284400183858824,PRIMARY CARE NORTH PC,2015-11,1,1125.36,0.00,1125.36,1125.3600000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2015-11,1,1781.91,1781.91,0.00,1781.9100000000000000,1.00000000000000000000
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2016-01,1,7867.95,4720.77,3147.18,7867.9500000000000000,0.60000000000000000000
746113169580368645,Anthem,969560228442772145,FAMILY PRACTICE GROUP PC,2016-01,1,816.80,0.00,816.80,816.8000000000000000,0E-20
38194544675647776,Medicaid,969560228442772145,FAMILY PRACTICE GROUP PC,2016-01,1,778.78,678.78,100.00,778.7800000000000000,0.87159403169059297876
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2016-02,1,1444.46,1155.57,288.89,1444.4600000000000000,0.80000138460047353336
467436209270504951,Humana,58830663438005741,SUNRISE HEALTHCARE LLC,2016-02,1,947.41,0.00,947.41,947.4100000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-02,3,8808.60,7046.86,1761.74,2936.2000000000000000,0.79999772949163317667
952317639554652821,Medicare,623047219859228790,GARDEN STATE HEALTHCARE ASSOCIATES LLC,2016-02,1,1432.68,961.20,471.48,1432.6800000000000000,0.67091046151268950498
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,2016-03,1,792.38,792.38,0.00,792.3800000000000000,1.00000000000000000000
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2016-03,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,376833142676655002,HOLISTIC FAMILY PRACTICE  INC.,2016-03,1,919.90,735.92,183.98,919.9000000000000000,0.80000000000000000000
467436209270504951,Humana,244544338078735615,TEWKSBURY HOSPITAL,2016-03,1,142.58,0.00,142.58,142.5800000000000000,0E-20
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-03,1,964.43,771.52,192.91,964.4300000000000000,0.79997511483466918283
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-04,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2016-04,1,295.34,236.26,59.08,295.3400000000000000,0.79995936886300534977
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2016-04,1,860.16,860.16,0.00,860.1600000000000000,1.00000000000000000000
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2016-04,1,872.30,697.82,174.48,872.3000000000000000,0.79997707210821964920
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2016-05,2,1164.04,931.20,232.84,582.0200000000000000,0.79997250953575478506
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-05,2,2759.50,2207.60,551.90,1379.7500000000000000,0.80000000000000000000
357555573157303140,Blue Cross Blue Shield,683258316057948949,STEWARD ST. ANNES HOSPITAL CORPORATION,2016-05,1,142.58,0.00,142.58,142.5800000000000000,0E-20
38194544675647776,Medicaid,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2016-05,1,2092.95,2042.95,50.00,2092.9500000000000000,0.97611027497073508684
952317639554652821,Medicare,395615810080261442,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2016-05,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,2016-05,1,927.94,742.34,185.60,927.9400000000000000,0.79998706812940491842
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2016-06,2,1164.04,931.20,232.84,582.0200000000000000,0.79997250953575478506
467436209270504951,Humana,741458505160782152,LOWELL COMMUNITY HEALTH CENTER,2016-06,1,840.20,0.00,840.20,840.2000000000000000,0E-20
467436209270504951,Humana,679818074188163933,ARBOUR-FULLER HOSPITAL,2016-06,1,142.58,142.58,0.00,142.5800000000000000,1.00000000000000000000
38194544675647776,Medicaid,1031243542611916810,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2016-06,1,9609.74,9559.74,50.00,9609.7400000000000000,0.99479694559894440432
467436209270504951,Humana,654094879719975440,BARRINGTON URGENT CARE PC,2016-06,1,865.94,0.00,865.94,865.9400000000000000,0E-20
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2016-06,1,295.34,236.26,59.08,295.3400000000000000,0.79995936886300534977
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2016-06,1,87.71,37.71,50.00,87.7100000000000000,0.42993957359480104891
38194544675647776,Medicaid,1003634539940818261,CHARLES RIVER COMMUNITY HEALTH  INC,2016-06,1,1567.00,1567.00,0.00,1567.0000000000000000,1.00000000000000000000
1038854080955376456,Cigna Health,694540912856437675,PULMONARY INTERNISTS AND CONSULTANTS PC,2016-06,1,1453.79,0.00,1453.79,1453.7900000000000000,0E-20
211105773257762680,Aetna,249985492892219599,WHITLEY WELLNESS LLC,2016-06,1,568.20,340.92,227.28,568.2000000000000000,0.60000000000000000000
952317639554652821,Medicare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2016-06,1,4052.91,3242.32,810.59,4052.9100000000000000,0.79999802610963480561
467436209270504951,Humana,334510102683813647,BOSTON MEDICAL CENTER CORPORATION-,2016-06,1,816.80,0.00,816.80,816.8000000000000000,0E-20
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2016-06,1,250.35,250.35,0.00,250.3500000000000000,1.00000000000000000000
38194544675647776,Medicaid,132019786462314408,DAVIS SQUARE FAMILY PRACTICE,2016-06,1,704.20,704.20,0.00,704.2000000000000000,1.00000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-06,1,1279.40,1023.50,255.90,1279.4000000000000000,0.79998436767234641238
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2016-07,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
278663187212707114,NO_INSURANCE,556944320275034302,PARADIGM HEALTHCARE  PC,2016-07,1,1140.38,0.00,1140.38,1140.3800000000000000,0E-20
467436209270504951,Humana,76613554195130854,TREE OF LIFE HEALTHCARE ASSOCIATES,2016-07,1,704.20,0.00,704.20,704.2000000000000000,0E-20
467436209270504951,Humana,484606205110823681,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,2016-07,1,488.50,0.00,488.50,488.5000000000000000,0E-20
211105773257762680,Aetna,744977654436978746,THE LOWELL GENERAL HOSPITAL,2016-07,1,85.55,0.00,85.55,85.5500000000000000,0E-20
746113169580368645,Anthem,288384166086759286,MEDFORD REHABILITATION AND NURSING CENTER,2016-08,1,1008.98,0.00,1008.98,1008.9800000000000000,0E-20
211105773257762680,Aetna,721972786242253874,BOSTON MEDICAL CENTER CORPORATION-,2016-08,1,948.35,569.01,379.34,948.3500000000000000,0.60000000000000000000
211105773257762680,Aetna,469245621271018320,LYNN URGENT CARE LLC,2016-08,1,278.58,167.15,111.43,278.5800000000000000,0.60000717926627898629
38194544675647776,Medicaid,1041112530090421261,SACHEM CENTER FOR HEALTH & REHABILITATION,2016-08,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
